time,number,avg_dilation
594529,29797,0.10203375527426362
594549,29798,0.10303375527426395
594569,29799,0.06203375527426358
594589,29800,0.10203375527426406
594609,29801,0.10803375527426384
594629,29802,0.11103375527426396
594648,29803,0.07103375527426392
594668,29804,0.049033755274264124
594688,29805,0.0875337552742641
594708,29806,0.054533755274264184
594728,29807,0.06253375527426419
594748,29808,0.054533755274264184
594768,29809,0.05353375527426385
594788,29810,0.05553375527426363
594808,29811,0.023533755274264045
594828,29812,0.018033755274263985
594848,29813,0.03703375527426411
594868,29814,0.024533755274263935
594888,29815,0.0210337552742641
594908,29816,0.04453375527426395
594928,29817,0.036533755274263946
594948,29818,0.06953375527426386
594968,29819,0.05603375527426424
594987,29820,0.019533755274264042
595007,29821,0.04853375527426396
595027,29822,0.06053375527426397
595047,29823,0.0835337552742641
595067,29824,0.08903375527426372
595087,29825,0.05503375527426391
595107,29826,0.09503375527426394
595127,29827,0.08053375527426399
595147,29828,0.05503375527426391
595167,29829,0.056533755274263964
595187,29830,0.08103375527426371
595207,29831,0.13353375527426392
595227,29832,0.13753375527426437
595247,29833,0.03853375527426417
595266,29834,0.0785337552742642
595286,29835,0.03253375527426394
595306,29836,0.06153375527426386
595326,29837,0.05403375527426357
595346,29838,0.028966244725736168
595366,29839,0.014533755274264148
595386,29840,0.005466244725736313
595406,29841,0.011533755274264035
595426,29842,0.04103375527426367
595446,29843,0.0029662447257359226
595466,29844,0.046966244725736406
595486,29845,0.049966244725736075
595506,29846,0.0050337552742640845
595526,29847,0.027466244725735667
595546,29848,0.011466244725735653
595566,29849,0.022033755274264433
595586,29850,0.012033755274263758
595606,29851,0.018033755274263985
595625,29852,0.016033755274264205
595645,29853,0.006033755274263974
595665,29854,0.005966244725736036
595685,29855,0.033533755274264276
595705,29856,0.024033755274264212
595725,29857,0.005533755274263807
595745,29858,0.018966244725735937
595765,29859,0.010033755274263978
595785,29860,0.03653375527426439
595805,29861,0.02853375527426394
595825,29862,0.0365337552742635
595845,29863,0.03653375527426439
595865,29864,0.029966244725736058
595885,29865,0.04803375527426379
595904,29866,0.008033755274264198
595925,29867,0.0014662447257358657
595944,29868,0.0655337552742643
595964,29869,0.04253375527426373
595984,29870,0.042033755274264006
596004,29871,0.038033755274264
596024,29872,0.0235337552742636
596044,29873,0.06603375527426403
596064,29874,0.04753375527426407
596084,29875,0.02953375527426383
596104,29876,0.03903375527426389
596124,29877,0.019533755274264042
596144,29878,0.035533755274264056
596164,29879,0.05303375527426413
596184,29880,0.0045337552742639176
596204,29881,0.05503375527426391
596224,29882,0.05253375527426396
596244,29883,0.058533755274263743
596263,29884,0.013533755274263815
596283,29885,0.026533755274263715
596303,29886,0.011533755274264035
596323,29887,0.009033755274264088
596343,29888,0.03853375527426417
596363,29889,0.062033755274264024
596383,29890,0.012033755274263758
596403,29891,0.05353375527426385
596423,29892,0.04453375527426395
596443,29893,0.04503375527426412
596463,29894,0.004033755274263751
596483,29895,0.04853375527426396
596503,29896,0.00046624472573597586
596523,29897,0.007033755274263864
596542,29898,0.006033755274263974
596563,29899,0.035533755274264056
596582,29900,0.022033755274264433
596602,29901,0.021466244725735883
596622,29902,0.026966244725735944
596682,29905,0.39396624472573594
596702,29906,0.32396624472573565
596722,29907,0.2924662447257358
596742,29908,0.12396624472573636
596762,29909,0.03296624472573617
596782,29910,0.12646624472573587
596802,29911,0.11346624472573597
596822,29912,0.08946624472573594
596842,29913,0.20146624472573604
596862,29914,0.055466244725736136
596882,29915,0.04996624472573563
596901,29916,0.11646624472573608
596921,29917,0.1379662447257357
596941,29918,0.08346624472573616
596961,29919,0.11596624472573591
596981,29920,0.05696624472573619
597001,29921,0.08946624472573594
597021,29922,0.0819662447257361
597041,29923,0.09796624472573612
597061,29924,0.10846624472573607
