number,time,duration,screen_x,screen_y,avg_dilation
161,51480,179,690,521,0.433033755
162,51719,139,650,514,0.417033755
163,51878,219,685,511,0.436533755
164,52137,279,728,542,0.350033755
165,52456,140,737,526,0.344033755
166,52736,179,690,532,0.325533755
167,52935,179,736,542,0.239033755
168,53134,120,740,558,0.118033755
169,53413,479,826,554,0.264033755
170,53912,199,711,520,0.349533755
171,54131,100,714,537,0.320533755
172,54251,498,722,548,0.359033755
173,54869,239,684,544,0.290033755
174,55128,479,718,562,0.260533755
175,55627,120,729,563,0.225533755
176,55766,120,751,561,0.281033755
177,55906,140,800,552,0.324533755
178,56105,179,760,558,0.319033755
179,56304,199,722,576,0.318033755
180,56544,339,721,583,0.289533755
181,56903,219,685,581,0.252533755
182,57182,120,738,604,0.245033755
183,57321,120,732,619,0.240533755
184,57560,179,718,596,0.218033755
185,57919,120,711,618,0.207033755
186,58139,199,739,614,0.277033755
187,58458,778,695,623,0.273033755
188,59255,160,765,629,0.191033755
189,59435,200,746,678,0.196033755
190,59714,299,691,575,0.261033755
191,60093,100,690,639,0.244533755
192,60332,140,749,685,0.171033755
193,60551,219,803,671,0.180033755
194,60790,140,744,691,0.189533755
195,61050,140,700,595,0.213533755
196,61229,140,680,584,0.267533755
197,61388,179,722,561,0.311533755
198,61688,199,726,581,0.326533755
199,61987,199,748,621,0.266033755
200,62405,279,747,694,0.305033755
201,62784,199,740,653,0.342033755
202,63043,120,755,668,0.275033755
203,63183,219,796,664,0.351533755
204,63502,259,753,675,0.245033755
205,63781,140,759,669,0.182033755
206,63940,239,759,677,0.163033755
207,64240,1236,715,568,0.310033755
208,65575,279,65,562,0.307533755
209,65994,259,46,531,0.320033755
210,66532,279,81,526,0.247033755
211,66991,239,72,533,0.242033755
212,67270,359,69,538,0.181533755
213,67768,399,78,575,0.142033755
214,68187,279,63,552,0.136533755
215,68486,239,89,569,0.120033755
216,68745,199,112,594,0.065033755
217,69084,140,51,545,0.071533755
218,69483,658,79,555,0.111533755
219,70181,499,39,523,0.163533755
220,70699,120,81,532,0.151033755
221,70958,100,62,540,0.158533755
222,71357,558,701,513,0.302533755
223,72553,479,47,532,0.163533755
224,73072,100,46,540,0.174533755
225,73351,140,86,541,0.090033755
226,73550,279,671,514,0.062533755
227,73889,538,729,526,0.136533755
228,74448,140,687,571,0.118033755
229,74647,140,247,238,0.150533755
230,74846,578,242,180,0.198033755
231,75664,179,748,622,0.159966245
232,76162,100,708,570,0.128533755
233,76302,319,726,570,0.144033755
234,76641,219,727,596,0.124033755
235,76960,259,66,587,0.112033755
236,77279,339,73,556,0.089466245
237,77737,180,79,551,0.080533755
238,77996,339,78,549,0.076533755
239,78515,120,748,637,0.492466245
240,78774,140,317,183,0.096966245
241,78933,339,262,187,0.103033755
242,79312,199,476,191,0.122033755
243,79532,538,426,184,0.098466245
244,80090,180,692,196,0.142966245
245,80329,160,404,200,0.136966245
246,80508,439,445,193,0.075966245
247,81047,279,446,161,0.190466245
248,81406,399,249,204,0.084533755
249,81844,239,528,189,0.103533755
250,82103,877,607,194,0.118533755
251,83001,120,587,227,0.052466245
252,83140,638,497,238,0.110033755
253,83918,299,502,228,0.140466245
254,84237,459,425,197,0.049966245
255,84795,179,642,228,0.107466245
256,85094,120,139,189,0.083966245
257,85234,498,43,209,0.126533755
258,85772,359,237,204,0.168533755
259,86191,538,42,221,0.119033755
260,86789,179,264,219,0.112033755
261,86988,100,234,216,0.110033755
262,87227,658,58,533,0.098033755
263,87905,219,73,569,0.099533755
264,88145,259,84,576,0.079533755
265,88424,140,77,601,0.103033755
266,88683,219,75,569,0.102533755
267,89002,279,23,541,0.075533755
268,89301,259,70,543,0.097533755
269,89620,498,71,554,0.115033755
270,90138,578,67,566,0.158466245
271,90736,279,67,630,0.123966245
272,91036,279,69,605,0.074966245
273,91335,339,30,604,0.166966245
274,91933,518,48,226,0.196033755
275,92571,180,57,585,0.116033755
276,92770,518,38,621,0.089033755
277,93308,140,17,615,0.088533755
278,93568,180,49,628,0.076966245
279,93767,419,88,641,0.166966245
280,94206,239,76,743,0.131966245
