number,time,duration,screen_x,secrren_y
1242,461913,180,588,172
1243,462152,339,591,168
1244,462770,179,718,170
1245,463009,120,566,175
1246,463149,558,603,171
1247,463727,160,614,181
1248,463906,100,617,181
1249,464026,658,444,174
1250,464704,478,597,178
1251,465202,279,609,189
1252,465501,120,602,195
1253,465701,299,608,181
1254,466020,698,616,177
1255,466837,100,624,179
1256,466997,179,438,185
1257,468014,120,620,220
1258,468153,140,601,177
1259,468353,140,450,179
1260,468512,279,453,169
1261,468811,678,427,172
1262,469529,199,590,182
1263,469808,179,431,184
1264,471383,180,433,162
1265,471702,1236,419,184
1266,473058,120,55,208
1267,473197,239,39,203
1268,473457,180,304,196
1269,473656,279,216,200
1270,474075,219,43,201
1271,474314,219,261,200
1272,474553,479,232,196
1273,475151,279,54,206
1274,475490,578,238,193
1275,476148,179,23,203
1276,476387,100,79,596
1277,477165,299,22,587
1278,478062,179,259,234
1279,478261,399,229,209
1280,478700,259,34,201
1281,479099,140,45,586
1282,479298,120,31,568
1283,479458,279,61,541
1284,479817,100,59,545
1285,480215,140,22,567
1286,480714,239,53,543
1287,481113,159,56,540
1288,481332,219,16,548
1289,481591,359,55,581
1290,481970,100,62,525
1291,482189,140,57,524
1292,482568,100,39,591
1293,482747,100,121,274
1294,482867,439,42,216
1295,483365,100,16,528
1296,483984,359,55,563
1297,484582,179,15,545
1298,484781,179,58,559
1299,485020,299,80,593
1300,485419,140,95,568
1301,485718,140,18,581
1302,485918,120,48,571
1303,486057,100,46,589
1304,486216,140,56,581
1305,486396,160,68,588
1306,486675,279,26,608
1307,487413,199,29,625
1308,487792,160,56,631
1309,488131,219,706,746
1310,488489,459,708,818
1311,488968,199,674,797
1312,489287,259,701,804
1313,489566,140,708,809
1314,489726,219,723,809
1315,489965,100,710,804
1316,490543,120,36,588
1317,490683,239,45,536
1318,490982,379,42,528
1319,491480,180,45,608
1320,491679,179,49,607
1321,491879,120,63,604
1322,492337,120,746,790
1323,492577,179,701,798
1324,492876,199,724,761
1325,493334,199,727,704
1326,493613,100,710,711
1327,493753,140,791,592
1328,494251,259,686,493
1329,494630,239,704,439
1330,494909,219,808,419
1331,495468,140,323,555
1332,495687,100,516,503
1333,496006,180,777,758
1334,496225,120,725,828
1335,496604,339,756,799
1336,496963,259,737,803
1337,497701,160,92,556
1338,497900,359,64,611
1339,498338,100,750,770
1340,498678,279,726,810
1341,499196,279,586,325
1342,499635,160,208,359
1343,499874,179,282,176
1344,500073,179,456,208
1345,500272,119,403,198
1346,500472,339,31,202
1347,500871,179,285,211
1348,501070,180,237,205
1349,501269,1017,424,200
1350,502306,558,428,208
1351,502884,160,490,209
1352,503223,399,421,197
1353,503642,180,412,201
1354,505377,339,425,192
1355,505755,259,430,210
1356,506074,120,435,198
1357,506393,817,435,203
1358,507450,100,428,206
1359,507928,299,36,222
1360,508248,120,38,192
1361,508427,199,294,192
1362,508646,319,220,197
1363,508985,120,217,213
1364,509125,399,46,213
1365,509563,199,293,219
1366,509783,259,219,217
1367,510122,179,48,222
1368,510461,538,53,592
1369,511059,339,52,575
1370,511418,219,35,589
1371,511657,259,54,574
1372,511936,359,51,547
1373,512454,100,-21,540
1374,512574,120,22,538
1375,512813,319,69,540
1376,513152,339,64,543
1377,513551,239,752,584
1378,514009,179,166,167
1379,514209,738,39,206
1380,515006,299,242,222
1381,515565,658,694,533
1382,516302,439,666,530
1383,516801,219,700,526
1384,517040,179,707,525
1385,517239,339,700,529
1386,517698,199,662,514
1387,517917,120,661,529
1388,518097,319,724,549
1389,518456,139,717,584
1390,518735,100,724,580
1391,519094,179,716,580
1392,519393,299,57,547
1393,519811,100,789,567
1394,520011,100,730,576
1395,520130,100,719,565
1396,520409,100,722,588
1397,520529,140,720,580
1398,521087,180,691,591
1399,521346,180,694,582
1400,521645,120,731,590
1401,522124,140,65,546
1402,522423,180,72,537
1403,522682,140,32,541
1404,522981,120,25,530
1405,523121,140,29,542
1406,523420,120,12,530
1407,523579,180,9,545
1408,523779,120,84,563
1409,523918,160,91,568
1410,524178,937,77,577
1411,525493,160,681,554
1412,525733,199,705,580
1413,525972,239,678,583
1414,526530,339,740,589
1415,526929,140,769,606
1416,527407,140,755,640
1417,527706,120,739,664
1418,527846,140,741,652
1419,528006,339,741,665
1420,528683,100,736,702
1421,528803,120,751,731
1422,529341,180,748,608
1423,529700,219,742,589
1424,529999,140,755,643
1425,530338,100,748,637
1426,530458,120,754,597
1427,530637,179,763,682
1428,530877,140,745,681
1429,531255,179,753,692
1430,531455,160,749,669
1431,531634,140,753,649
1432,532113,100,249,179
1433,532232,219,443,203
1434,532472,399,427,216
1435,533229,100,85,214
1436,533429,120,38,229
1437,533628,120,261,214
1438,534585,419,504,239
1439,535083,439,434,203
1440,535622,140,64,239
1441,535781,219,39,234
1442,536040,199,262,239
1443,536260,299,232,236
1444,536579,219,313,226
1445,536818,279,426,224
1446,537137,179,209,221
1447,537336,159,224,226
1448,537516,419,44,233
1449,538014,498,232,229
1450,538533,319,312,232
1451,538871,140,159,244
1452,539031,419,49,239
1453,539809,239,243,240
1454,540307,139,71,526
1455,540626,758,258,231
1456,541942,239,58,544
1457,542301,179,49,527
1458,542759,120,63,573
1459,542939,140,10,557
1460,543118,120,30,531
1461,543298,180,132,299
1462,543497,219,29,269
1463,543736,279,39,224
1464,544035,439,236,221
1465,544514,359,45,240
1466,545132,279,219,251
1467,545491,120,47,581
1468,545790,399,41,535
1469,546208,160,45,537
1470,546388,179,43,532
1471,546886,279,22,549
1472,547185,279,71,562
1473,547484,239,65,563
1474,547843,120,104,577
1475,548142,339,44,562
1476,548601,219,9,578
1477,548860,259,24,579
1478,549179,120,29,562
1479,549797,120,56,586
1480,549937,219,55,584
1481,550296,219,86,616
1482,550535,100,0,604
1483,550894,140,48,611
1484,551153,160,62,600
1485,551352,179,83,635
1486,551572,140,73,722
1487,551871,239,72,660
1488,552130,239,80,651
1489,552529,100,72,606
1490,552668,359,77,727
1491,553047,219,77,709
1492,553286,319,66,665
1493,553625,140,68,723
1494,553825,578,51,694
1495,554482,379,77,707
1496,554881,279,49,722
1497,555180,419,47,715
1498,555818,160,98,735
1499,556018,179,90,722
1500,556317,279,76,709
1501,556616,199,54,552
1502,557214,179,46,606
1503,557513,179,669,601
1504,558011,120,694,505
1505,558311,698,652,513
1506,559208,139,695,586
1507,559367,179,685,597
1508,559606,199,660,580
1509,559826,319,716,588
1510,560424,199,720,644
1511,560643,139,754,657
1512,560823,100,752,668
1513,560942,140,720,660
1514,561600,100,714,640
1515,561740,179,715,634
1516,561939,179,720,609
1517,562139,179,727,609
1518,562398,179,733,692
1519,562637,239,722,678
1520,563056,120,732,581
1521,563793,239,803,629
1522,564092,279,698,615
1523,564392,179,692,612
1524,564830,180,670,609
1525,565109,219,672,617
1526,565428,100,734,667
1527,565648,219,76,682
1528,565986,100,67,705
1529,566385,120,733,636
1530,566604,180,749,630
1531,566804,100,696,693
1532,567023,199,58,718
1533,567243,160,35,706
1534,567422,598,43,707
1535,568080,379,99,722
1536,568518,239,102,731
1537,568778,219,92,747
1538,569017,139,112,733
1539,569176,179,106,736
1540,569515,140,707,664
1541,569735,160,753,668
1542,570173,279,740,719
1543,570572,279,757,757
1544,571130,120,760,725
1545,571589,160,758,723
1546,572067,139,755,669
1547,572227,219,745,666
1548,572586,219,741,643
1549,573284,199,758,694
1550,573563,179,781,730
1551,573762,319,749,762
1552,574181,120,787,699
1553,574320,120,778,683
1554,574460,199,871,663
1555,575257,179,267,230
1556,575457,120,447,210
1557,575596,100,423,209
1558,575716,1017,419,223
1559,576952,180,389,205
1560,577152,1595,427,222
1561,579803,199,398,207
1562,580022,299,429,243
1563,580341,618,433,226
1564,580979,798,430,233
1565,583073,120,464,256
1566,583252,199,416,221
1567,583492,160,45,237
1568,584090,160,87,220
1569,584369,120,358,231
1570,584528,219,253,234
1571,584788,957,421,245
1572,585784,159,187,244
1573,585964,199,238,252
1574,586203,239,29,246
1575,586462,179,45,243
1576,586741,199,284,230
1577,586961,738,232,244
1578,587718,479,50,246
1579,588516,120,40,586
1580,588855,279,3,600
1581,589154,219,48,608
1582,589393,199,63,614
1583,589612,219,73,587
1584,589991,160,49,550
1585,590250,439,87,692
1586,590749,179,102,683
1587,590968,259,105,690
1588,591247,180,113,704
1589,591447,379,90,676
1590,591945,419,110,680
1591,592503,120,717,729
1592,592643,100,728,657
1593,592862,259,722,720
1594,593161,558,740,687
1595,593759,179,750,774
1596,593979,179,737,713
1597,594278,140,736,636
1598,594437,120,743,656
1599,594657,379,743,677
1600,595275,140,772,679
1601,595534,139,283,180
1602,595733,239,66,231
1603,595992,160,43,256
1604,596172,897,252,246
1605,597089,179,90,251
1606,597288,518,48,255
1607,597847,259,56,667
1608,598584,120,728,721
1609,598784,139,742,701
1610,599123,140,778,669
1611,599461,180,756,703
1612,599661,159,739,688
1613,599940,259,736,693
1614,600259,160,747,764
1615,600438,100,741,764
1616,600718,279,734,632
1617,601156,379,758,692
1618,601674,140,737,695
1619,601834,199,747,684
1620,602074,159,764,699
1621,602412,339,743,681
1622,602931,219,702,673
1623,603170,219,708,692
1624,603409,199,707,684
1625,603728,419,761,704
1626,604167,120,758,706
1627,604526,299,758,698
1628,604845,219,726,676
1629,605263,498,748,682
1630,606160,219,776,674
1631,606739,100,785,687
1632,606938,180,787,726
1633,607177,140,829,726
1634,607437,219,732,680
1635,610387,100,96,671
1636,610846,319,756,701
1637,611185,219,738,730
1638,611424,159,765,729
1639,611683,120,732,719
1640,612401,439,774,691
1641,613139,140,244,186
1642,613298,239,431,242
1643,613637,100,105,250
1644,613757,279,45,250
1645,614136,279,243,261
1646,614794,219,592,255
1647,615132,120,418,247
1648,615432,379,463,246
1649,615830,179,463,238
1650,616030,419,466,234
1651,616548,518,422,233
1652,617086,219,437,232
1653,617365,160,569,244
1654,617585,120,606,247
1655,617744,159,598,244
1656,618063,140,405,263
1657,618322,239,484,298
1658,618741,179,482,300
1659,618960,339,406,244
1660,619339,199,404,246
1661,619558,578,242,258
1662,620177,239,28,267
1663,620516,140,315,263
1664,620715,179,224,257
1665,621174,219,421,219
1666,621413,100,435,228
1667,621532,459,412,193
1668,622051,139,427,161
1669,622210,199,409,141
1670,622469,120,175,177
1671,622609,120,224,173
1672,622848,100,228,156
1673,622968,219,13,176
1674,623207,120,-10,184
1675,623367,219,15,311
1676,623606,139,10,276
1677,623765,279,93,272
1678,624064,160,18,203
1679,624284,299,264,261
1680,624603,179,5,202
1681,624802,279,36,168
1682,625101,120,-9,166
1683,625301,120,336,159
1684,625440,179,435,163
1685,625639,179,285,185
1686,625839,160,233,187
1687,626038,339,59,176
1688,626397,419,234,169
1689,627095,259,66,183
1690,627474,199,38,168
1691,627713,758,241,163
1692,628510,159,42,188
1693,628690,319,42,179
1694,629089,179,69,685
1695,629308,120,97,753
1696,629607,279,80,718
1697,629926,199,77,710
1698,630305,160,34,510
1699,630903,219,69,543
1700,631182,379,64,606
1701,631581,140,49,600
1702,631920,299,18,592
1703,632338,219,11,603
1704,632578,100,11,602
1705,632877,180,16,589
1706,633076,239,81,586
1707,633335,259,81,586
1708,634133,180,79,592
1709,634711,279,668,608
1710,635010,179,672,572
1711,635528,140,656,575
1712,635688,100,701,541
1713,635808,319,704,551
1714,636226,199,644,571
1715,636944,160,724,575
1716,637183,180,22,557
1717,637702,120,87,612
1718,638778,199,719,593
1719,639117,100,753,586
1720,639436,100,52,575
1721,639775,379,79,596
1722,640274,100,760,594
1723,640593,160,710,585
1724,640772,140,675,551
1725,641171,140,732,563
1726,641430,120,197,183
1727,641570,578,260,190
1728,642188,359,37,180
1729,642666,199,250,172
1730,643105,100,723,567
1731,643603,199,793,549
1732,644680,139,691,584
1733,645138,179,724,580
1734,646075,100,738,612
1735,646215,100,733,603
1736,646374,100,764,575
1737,646634,140,766,586
1738,646992,160,732,605
1739,647172,179,802,595
1740,647670,179,745,608
1741,648089,219,820,602
1742,648388,259,767,603
1743,648667,199,730,593
1744,648986,160,751,587
1745,649206,100,828,585
1746,649325,180,830,577
1747,649704,199,728,615
1748,650103,179,813,614
1749,650362,100,727,611
1750,651160,179,428,143
1751,651359,179,376,160
1752,651558,219,256,178
1753,651857,120,482,164
1754,651997,279,427,158
1755,652356,479,249,165
1756,652854,179,445,161
1757,653073,957,597,165
1758,654050,199,564,186
1759,654270,578,494,189
1760,654868,758,427,170
1761,655665,259,218,182
1762,655944,100,285,172
1763,656064,359,38,186
1764,656443,339,232,183
1765,656882,1057,261,183
1766,657978,339,43,189
1767,658337,299,250,188
1768,658796,140,269,194
1769,658995,239,437,175
1770,659294,239,251,183
1771,659593,498,412,182
1772,660131,259,249,172
1773,660490,279,47,183
1774,660809,359,244,184
1775,661647,119,21,577
1776,661826,339,34,576
1777,662584,379,16,589
1778,663082,180,17,588
1779,663381,179,23,590
1780,663680,239,77,611
1781,663959,199,92,652
1782,664278,239,33,628
1783,664797,299,68,612
1784,665235,239,101,598
1785,665494,179,104,587
1786,666192,120,116,678
1787,666471,239,50,708
1788,667129,120,28,609
1789,667269,379,98,609
1790,667708,140,101,632
1791,668106,638,83,655
1792,668964,339,29,586
1793,669562,618,47,219
1794,670200,279,29,180
1795,670499,339,248,182
1796,671496,239,668,564
1797,671795,100,696,551
1798,672094,100,690,530
1799,672293,100,682,526
1800,672453,140,696,529
1801,672632,199,638,528
1802,672851,239,665,542
1803,673150,100,670,550
1804,673549,100,741,576
1805,673669,120,696,608
1806,673848,279,706,563
1807,674247,100,697,565
1808,674766,100,704,596
1809,675084,140,692,626
1810,675244,180,717,643
1811,675882,100,737,638
1812,676141,199,688,644
1813,676380,160,742,603
1814,676580,100,741,607
1815,676699,140,734,611
1816,677098,120,734,683
1817,677258,319,809,672
1818,677656,159,789,689
1819,677856,180,759,671
1820,678135,120,764,684
1821,678314,160,713,632
1822,678753,199,88,641
1823,679072,100,86,624
1824,679192,120,45,600
1825,679331,180,45,584
1826,679790,239,417,164
1827,680129,538,439,187
1828,680747,319,445,186
1829,681086,239,446,183
1830,681365,279,585,179
1831,681764,160,412,167
1832,681963,259,592,182
1833,682242,598,480,208
1834,682860,638,422,169
1835,683538,119,163,198
1836,683677,239,239,191
1837,683937,219,276,186
1838,684176,419,230,188
1839,684615,439,38,199
1840,685073,558,232,199
1841,685711,498,44,195
1842,686249,738,-8,206
1843,687167,219,99,263
1844,687725,140,32,602
1845,687924,199,37,610
1846,688144,140,85,608
1847,688522,658,44,570
1848,689220,100,36,571
1849,690576,120,41,596
1850,690835,140,8,610
1851,691054,100,4,603
1852,691174,120,5,617
1853,691413,239,74,645
1854,691672,120,75,647
1855,691932,160,62,698
1856,692350,100,76,662
1857,692550,180,82,679
1858,692809,279,91,639
1859,693108,179,75,687
1860,693307,180,80,686
1861,693606,279,113,685
1862,693985,299,46,690
1863,694504,120,727,704
1864,694703,120,705,653
1865,694922,100,670,642
1866,695162,120,666,653
1867,695441,259,678,639
1868,695800,179,697,597
1869,696158,140,663,537
1870,696318,100,659,515
1871,696438,140,694,538
1872,696756,160,678,544
1873,696956,120,655,525
1874,697095,100,676,530
1875,697235,160,658,518
1876,697694,179,700,511
1877,697993,160,640,524
1878,698192,100,638,517
1879,698331,140,671,608
1880,698651,179,703,602
1881,698870,199,657,597
1882,699109,100,725,618
1883,699229,100,742,611
1884,699608,259,726,634
1885,699907,100,769,612
1886,700385,179,714,628
1887,700604,100,718,622
1888,700784,100,738,588
1889,701043,179,52,676
1890,701362,100,81,675
1891,701641,119,737,655
1892,701781,140,720,635
1893,702040,219,835,608
1894,702379,319,714,621
1895,703495,159,714,648
1896,703695,199,672,606
1897,703934,219,673,590
1898,704313,100,660,540
1899,704572,120,687,563
1900,704732,120,649,551
1901,704931,140,655,546
1902,705310,100,723,521
1903,705429,140,719,527
1904,705609,160,703,522
1905,706087,180,696,515
1906,706506,100,697,568
1907,706805,219,649,566
1908,707124,100,675,543
1909,707443,140,654,516
1910,707682,279,695,585
1911,707981,419,655,581
1912,708579,120,730,657
1913,708719,140,728,635
1914,708878,180,696,694
1915,709138,179,703,680
1916,709337,100,690,707
1917,709596,259,703,711
1918,709875,100,700,686
1919,709995,199,703,684
1920,710234,120,702,698
1921,710394,219,689,598
1922,710633,120,701,603
1923,710832,219,734,612
1924,711331,160,732,650
1925,712388,259,733,650
1926,712667,299,671,618
1927,712986,259,730,599
1928,713325,219,833,614
1929,713803,160,745,680
1930,713982,100,745,677
1931,714282,199,742,644
1932,714541,419,704,610
1933,715458,219,757,618
1934,716076,199,713,599
1935,716355,180,718,642
1936,716555,179,734,594
1937,716814,120,720,677
1938,716953,279,721,650
1939,717252,140,715,650
1940,717511,180,718,649
1941,717771,259,740,673
1942,718070,179,733,664
1943,718269,100,740,653
1944,718389,180,731,654
1945,718787,399,743,701
1946,719206,180,752,703
1947,719445,140,761,775
1948,719844,140,759,717
1949,720024,120,740,643
1950,720183,379,735,641
1951,720642,100,752,627
1952,720761,299,741,671
1953,721658,120,723,717
1954,721798,160,751,777
1955,722097,160,718,789
1956,722376,140,682,809
1957,722536,100,730,804
1958,723233,100,691,612
1959,723373,239,746,609
1960,724549,120,733,649
1961,725187,120,740,681
1962,725586,120,733,707
1963,725865,140,735,701
1964,726424,179,292,191
1965,726623,219,224,203
1966,726962,159,215,204
1967,727161,140,264,186
1968,727879,100,737,710
1969,728318,140,739,663
1970,728617,100,758,707
1971,728776,180,773,690
1972,728995,100,742,657
1973,729115,299,750,681
1974,729534,160,764,732
1975,729932,159,697,718
1976,730132,180,790,742
1977,730371,259,741,738
1978,730730,120,781,762
1979,730909,179,698,687
1980,731228,179,774,698
1981,731468,299,734,707
1982,731966,100,770,727
1983,732205,139,742,676
1984,732784,159,742,610
1985,733063,100,749,736
1986,733561,219,736,758
1987,733940,119,299,216
1988,734079,160,422,183
1989,734279,259,242,199
1990,734558,279,220,197
1991,734857,439,44,203
1992,736133,100,733,786
1993,736312,219,747,761
1994,736552,120,722,719
1995,736691,140,726,700
1996,736851,219,737,714
1997,737150,100,741,799
1998,737449,120,754,778
1999,737648,239,722,813
2000,737987,199,728,808
2001,738207,140,731,798
2002,738565,100,773,793
2003,738765,199,713,800
2004,739084,100,760,819
2005,739303,239,765,820
2006,739642,100,700,815
2007,739802,339,695,818
2008,740360,259,752,844
2009,740639,339,763,821
2010,741038,179,699,832
2011,741257,160,722,812
2012,741716,100,111,714
2013,742035,139,75,695
2014,742653,120,58,707
2015,742812,120,58,694
2016,742972,319,36,602
2017,743370,100,68,621
2018,743749,279,82,696
2019,744288,199,95,703
2020,744666,100,98,713
2021,744906,319,60,717
2022,745304,219,88,706
2023,745583,120,763,777
2024,746082,180,760,810
2025,746580,239,115,724
2026,746939,179,67,711
2027,747178,239,86,706
2028,747916,120,728,674
2029,748355,120,306,344
2030,748554,179,461,169
2031,748754,199,427,180
2032,749052,120,102,212
2033,749192,199,28,210
2034,749551,120,238,219
2035,749690,199,265,214
2036,749950,817,426,209
2037,750907,219,599,217
2038,751146,479,604,207
2039,751684,140,594,191
2040,752043,618,490,249
2041,752681,140,485,248
2042,752880,738,430,201
2043,753678,140,87,224
2044,753838,239,36,232
2045,754097,140,28,227
2046,754256,359,223,222
2047,754695,120,432,212
2048,754854,459,25,223
2049,755432,100,205,222
2050,755552,100,227,225
2051,755791,160,13,566
2052,756390,120,44,595
2053,756629,200,85,707
2054,757028,179,74,699
2055,757247,219,83,703
2056,757745,160,73,722
2057,757925,279,74,715
2058,758344,159,80,727
2059,758922,120,707,702
2060,759121,100,696,719
2061,759261,239,687,712
2062,759839,100,671,593
2063,759978,120,678,587
2064,760158,139,724,600
2065,760676,180,698,580
2066,761115,199,702,628
2067,761334,279,707,623
2068,761633,120,704,621
2069,761773,160,738,629
2070,762032,259,709,633
2071,762311,100,666,607
2072,762510,199,711,592
2073,762730,259,714,610
2074,763328,159,710,655
2075,763507,100,738,665
2076,763846,140,797,650
2077,764006,239,721,648
2078,764344,140,678,641
2079,764504,140,700,632
2080,764664,120,697,612
2081,764863,120,710,629
2082,765042,140,697,635
2083,765541,100,682,584
2084,765900,219,729,664
2085,766139,359,686,671
2086,766518,159,708,654
2087,766757,120,740,650
2088,766917,160,722,655
2089,767256,120,102,693
2090,767395,180,66,727
2091,767634,140,61,697
2092,767794,140,64,699
2093,768192,100,99,760
2094,768312,279,96,749
2095,768850,159,93,755
2096,769289,100,60,663
2097,769429,160,81,640
2098,769728,100,74,630
2099,770086,120,96,702
2100,770226,139,86,702
2101,770445,100,715,631
2102,770605,379,730,680
2103,771622,200,741,642
2104,772040,140,704,579
2105,772200,120,707,590
2106,772479,199,67,668
2107,772698,219,61,615
2108,772978,120,44,596
2109,773536,159,84,726
2110,773715,159,97,728
2111,773895,279,119,727
2112,774194,120,81,726
2113,774373,239,80,717
2114,774892,100,82,746
2115,775350,439,112,748
2116,776267,159,123,741
2117,776566,179,64,715
2118,776806,120,111,714
2119,776945,239,114,717
2120,777663,498,71,713
2121,778520,140,76,732
2122,778700,199,76,725
2123,778919,239,83,725
2124,779178,120,88,728
2125,779318,239,105,724
2126,779577,578,84,742
2127,780653,140,310,215
2128,780853,140,477,225
2129,781012,359,419,217
2130,781391,140,519,197
2131,781670,359,529,202
2132,782049,219,523,212
2133,782308,219,533,218
2134,782587,140,611,230
2135,782747,299,429,205
2136,783245,199,591,209
2137,783584,359,589,224
2138,783963,100,598,227
2139,784103,120,466,197
2140,784242,279,465,205
2141,784541,239,456,205
2142,784800,339,595,219
2143,785199,439,569,223
2144,785678,558,417,218
2145,787532,698,435,222
2146,788250,120,360,225
2147,788389,379,401,238
2148,789107,558,413,251
2149,789705,459,31,244
2150,790184,100,227,239
2151,790403,219,230,231
2152,790682,538,33,233
2153,791240,319,228,243
2154,791579,219,219,228
2155,791858,459,30,228
2156,792337,160,189,228
2157,792516,638,216,235
2158,793394,179,626,192
2159,793872,279,48,232
2160,794191,499,229,235
2161,794829,179,253,196
2162,795028,140,207,235
2163,795188,439,42,220
2164,795647,379,223,238
2165,796065,499,44,245
2166,797301,179,54,557
2167,797879,100,26,622
2168,797999,140,15,593
2169,798159,179,15,608
2170,798497,120,47,608
2171,798737,279,49,554
2172,799076,100,50,536
2173,799255,259,64,579
2174,799694,259,46,560
2175,800092,160,56,575
2176,800372,180,-5,577
2177,800990,319,663,565
2178,801329,279,656,581
2179,801628,120,660,549
2180,801807,100,684,552
2181,801927,279,687,535
2182,802365,100,649,577
2183,802485,179,647,576
2184,802744,339,663,546
2185,803103,199,671,531
2186,803362,219,701,529
2187,803721,180,725,567
2188,804558,199,676,544
2189,804878,219,736,590
2190,805117,120,754,639
2191,805954,239,726,577
2192,806373,120,766,630
2193,806532,259,769,614
2194,807150,339,1093,719
2195,807509,299,1099,750
2196,807848,140,1077,784
2197,808147,140,1099,734
2198,808307,100,1139,724
2199,808426,120,1088,735
2200,808686,100,722,631
2201,808945,239,739,576
2202,809204,179,736,581
2203,809802,120,57,580
2204,809942,139,48,570
2205,810101,100,45,564
2206,810320,100,28,577
2207,810440,159,23,578
2208,810620,100,25,566
2209,810819,259,28,585
2210,811218,100,73,597
2211,811417,159,134,623
2212,811636,140,92,587
2213,811796,140,176,578
2214,812015,160,72,607
2215,812195,120,90,609
2216,812434,179,236,179
2217,812633,199,438,211
2218,813012,479,38,239
2219,813530,140,189,258
2220,813690,279,228,247
2221,813989,219,393,245
2222,814288,279,603,259
2223,814627,140,609,250
2224,814886,239,588,245
2225,815145,120,592,232
2226,815285,120,598,242
2227,815424,100,497,280
2228,815624,359,482,291
2229,816003,159,488,303
2230,816282,179,450,243
2231,816641,339,415,250
2232,817079,199,178,232
2233,817478,140,56,166
2234,817757,120,162,132
2235,817897,179,190,147
2236,818096,120,104,159
2237,818236,120,104,142
2238,818375,140,154,140
2239,818535,179,230,146
2240,818734,399,189,147
2241,819292,140,61,152
2242,819452,359,116,150
2243,820449,180,8,541
2244,820748,140,24,533
2245,821206,100,53,547
2246,821346,219,17,544
2247,821725,239,105,538
2248,821984,140,79,584
2249,823180,160,62,537
2250,823360,160,9,597
2251,823998,219,-1,529
2252,824656,100,649,528
2253,824935,219,651,506
2254,825174,259,662,528
2255,825453,100,658,534
2256,825573,239,659,521
2257,826091,179,709,522
2258,826869,339,36,537
2259,827227,279,59,525
2260,827846,179,666,491
2261,828045,180,676,502
2262,828324,100,32,501
2263,828464,199,40,508
2264,828982,439,707,512
2265,829560,219,44,542
2266,829859,120,87,527
2267,830358,160,69,516
2268,830537,159,-2,518
2269,830736,259,8,532
2270,831155,239,71,533
2271,831514,100,721,533
2272,831634,160,688,513
2273,832112,179,12,552
2274,832531,100,93,558
2275,832650,199,82,557
2276,832970,120,715,529
2277,833149,179,652,516
2278,833468,219,726,533
2279,833966,219,660,509
2280,834226,219,706,503
2281,834465,359,703,509
2282,834864,120,721,520
2283,835142,100,127,537
2284,835262,219,41,529
2285,835621,160,652,487
2286,835801,219,691,509
2287,836100,180,146,192
2288,836299,937,57,190
2289,837296,140,348,195
2290,837455,538,242,184
2291,838213,160,836,179
2292,838492,199,282,174
2293,838751,160,464,183
2294,838990,538,188,187
2295,839549,219,270,209
2296,839788,239,218,194
2297,840087,319,34,227
2298,840426,638,29,267
2299,841084,279,49,222
2300,841523,538,50,276
2301,842081,279,50,240
2302,842380,120,133,236
2303,842520,179,70,230
2304,842779,1236,238,233
2305,844573,140,697,638
2306,845191,160,40,608
2307,845769,100,748,594
2308,846088,119,713,670
2309,846228,140,709,667
2310,846527,179,82,241
2311,846726,1734,92,245
2312,848720,100,699,608
2313,848959,160,711,688
2314,849538,180,702,515
2315,849737,100,696,505
2316,850076,120,709,535
2317,850215,100,728,540
2318,850475,159,732,623
2319,850654,140,731,612
2320,850913,199,50,592
2321,851272,100,76,554
2322,851452,120,72,543
2323,851810,219,717,519
2324,852309,219,728,614
2325,852628,100,723,644
2326,852767,139,740,612
2327,852967,219,742,534
2328,853485,100,70,204
2329,853605,897,42,271
2330,854522,778,33,260
2331,855319,100,33,268
2332,858350,100,35,255
2333,858469,120,90,256
2334,858609,120,99,238
2335,858888,239,230,242
2336,859167,778,229,245
2337,859965,1156,233,237
2338,862916,120,296,263
2339,863055,120,235,259
2340,863195,239,244,262
2341,863474,160,54,255
2342,863952,479,51,263
2343,864451,499,236,251
2344,864989,259,34,254
2345,865268,758,30,258
2346,866305,319,62,556
2347,866644,120,49,553
2348,866783,139,47,547
2349,867382,160,117,568
2350,867561,180,53,567
2351,867880,100,756,609
2352,868339,339,727,582
2353,868857,100,740,567
2354,868977,100,747,547
2355,869276,299,685,587
2356,869634,140,35,572
2357,869934,100,76,586
2358,870751,160,696,582
2359,870930,180,688,596
2360,871230,199,675,582
2361,871648,219,717,599
2362,871967,199,786,620
2363,872266,100,748,737
2364,872525,498,75,571
2365,873243,160,75,563
2366,873482,279,80,559
2367,873921,578,66,552
2368,874519,140,95,570
2369,874778,199,730,595
2370,875038,199,725,591
2371,875376,219,722,578
2372,875636,140,696,571
2373,875975,139,742,597
2374,876274,100,727,590
2375,877031,379,81,586
2376,877430,299,72,539
2377,878048,199,727,567
2378,878387,339,720,540
2379,878766,239,748,607
2380,879045,179,730,581
2381,879543,120,87,540
2382,879683,160,110,560
2383,879962,120,660,558
2384,880221,180,253,226
2385,880421,319,227,245
2386,880760,1655,255,248
2387,882933,120,190,337
2388,883072,179,201,265
2389,883272,1695,80,240
2390,885086,160,720,608
2391,885465,140,47,562
2392,885704,259,30,538
2393,885983,498,46,603
2394,886562,179,17,627
2395,886920,140,43,533
2396,887120,120,15,526
2397,887259,897,19,551
2398,888176,100,11,565
2399,888296,179,5,568
2400,888495,299,78,588
2401,888814,259,147,577
2402,889094,239,78,601
2403,889392,179,699,577
2404,889612,319,670,520
