number,time,duration,screen_x,screen_y,avg_dilation,saccadic_length
489,170127,259,86,603,0.12853375527426403,24.20743687382041
490,170407,140,135,610,0.1200337552742643,49.49747468305833
491,170706,399,100,630,0.17153375527426418,40.311288741492746
492,171124,180,89,648,0.1305337552742638,21.095023109728988
493,171643,100,120,636,0.07396624472573565,33.24154027718932
494,171762,837,122,651,0.14403375527426343,15.132745950421556
495,172620,319,106,643,0.1175337552742639,17.88854381999832
496,173337,638,86,628,0.18946624472573603,25.0
497,173995,219,147,619,0.03853375527426417,61.66036003787198
498,174235,100,45,557,0.0875337552742641,119.36498649101419
499,174354,279,45,561,0.09203375527426383,4.0
500,174653,618,122,616,0.1559662447257364,94.62557793746889
501,175291,379,124,656,0.17196624472573596,40.049968789001575
502,175690,319,108,666,0.15246624472573655,18.867962264113206
503,176029,120,153,681,0.10546624472573596,47.43416490252569
