4098	205	288	52	0.803	0.388	879.948	3.706	0	331	33	0.601	0.366	869.518	3.546	0
4118	206	274	86	0.803	0.392	879.948	3.623	0	311	19	0.601	0.370	869.518	3.470	0
4138	207	307	80	0.803	0.395	879.948	3.622	0	347	8	0.601	0.373	869.518	3.584	0
4158	208	306	116	0.802	0.398	879.948	3.666	0	367	38	0.600	0.377	869.518	3.504	0
4178	209	304	101	0.802	0.401	889.895	3.661	0	364	0	0.600	0.380	880.881	3.536	0
4198	210	286	40	0.802	0.403	889.895	3.759	0	347	-3	0.600	0.383	880.881	3.692	0
4218	211	301	115	0.801	0.405	889.895	3.790	0	346	5	0.600	0.385	880.881	3.562	0
4238	212	291	94	0.801	0.407	889.895	3.792	0	357	39	0.600	0.387	880.881	3.560	0
4258	213	310	99	0.801	0.408	889.895	3.683	0	348	21	0.601	0.388	880.881	3.578	0
4278	214	308	92	0.801	0.408	895.590	3.716	0	352	42	0.601	0.388	878.974	3.575	0
4298	215	306	50	0.801	0.408	895.590	3.836	0	343	46	0.600	0.388	878.974	3.675	0
4318	216	320	52	0.801	0.407	895.590	3.915	0	345	31	0.600	0.387	878.974	3.599	0
4338	217	295	56	0.801	0.406	895.590	3.804	0	373	39	0.600	0.386	878.974	3.617	0
4358	218	307	72	0.801	0.405	895.590	3.646	0	330	14	0.600	0.385	878.974	3.605	0
4378	219	306	51	0.802	0.404	906.700	3.687	0	339	18	0.601	0.385	876.101	3.602	0
4397	220	-1280	-1024	0.602	0.383	-1.000	-1.000	4	152	15	0.602	0.383	876.101	3.677	0
4417	221	-1280	-1024	0.603	0.383	-1.000	-1.000	4	136	71	0.603	0.383	876.101	3.690	0
4437	222	76	29	0.805	0.403	906.193	3.959	0	129	80	0.604	0.382	876.101	3.665	0
4457	223	90	63	0.807	0.403	907.809	3.847	0	127	27	0.606	0.382	876.101	3.659	0
4477	224	109	115	0.809	0.403	884.873	3.751	0	127	68	0.607	0.382	872.182	3.637	0
4497	225	94	112	0.811	0.403	884.873	3.793	0	133	41	0.609	0.381	872.182	3.668	0
4517	226	88	70	0.812	0.403	884.873	3.902	0	117	32	0.610	0.381	872.182	3.657	0
4537	227	95	86	0.814	0.403	884.873	3.853	0	143	50	0.612	0.380	872.182	3.590	0
4557	228	109	92	0.815	0.402	884.873	3.757	0	136	56	0.613	0.380	872.182	3.661	0
4577	229	112	100	0.816	0.402	883.337	3.789	0	136	64	0.613	0.379	869.676	3.630	0
4597	230	-1280	-1024	0.614	0.377	-1.000	-1.000	4	85	39	0.614	0.377	869.676	3.711	0
4617	231	16	55	0.817	0.400	883.337	3.796	0	74	13	0.614	0.376	869.676	3.743	0
4637	232	39	81	0.817	0.399	883.337	4.029	0	86	42	0.614	0.375	869.676	3.761	0
